index,username,tweet,timestamp
454,b'SFBART\nVerified account\n ',"b'Yes, Embarcadero station is open Only stn closed is Montgomery'",21/4/17 10:05
455,b'Cait Wiley ',b'@SFBART @SFBARTalert is Embarcadero running with the power outage?',21/4/17 10:02
456,b'Curtis Zedd Jr. ',b'Right',21/4/17 9:49
457,b'Mo Beezie (Maria) ',b'Here we go again @SFBARTalert #bartfail #bartdailyproblems',21/4/17 9:47
458,b'Grensta ',"b""Okay so I can get to sfo, the train just doesn't stop at mont""",21/4/17 9:46
459,b'Mo Beezie (Maria) ',"b'You can count on Bart for delays, closures and equipment problems.  @SFBARTalert #dailybartproblems #bartfail'",21/4/17 9:46
460,b'SFBARTalert ',b'Stn closure at MONT and trains are running through that stn due to a pg & e power outage.  muni is available on st level.',21/4/17 9:43
461,b'Victoria Fierce ',b'this happened to me last year:',21/4/17 9:41
462,b'Daniel Levy ',b'Wow is the station dark? Would love to see a video of a train passing through',21/4/17 9:39
463,b'San Francisco Antifa ',b'The fascists probably had something to do with it.',21/4/17 9:37
464,b'Nick Josefowitz ',"b'Power out from Union Sq to Marina, apparently. More than a ""technical prob""...'",21/4/17 9:36
465,b'San Francisco Now ',b'Montgomery Stn closed at 9:15 am b/c power outage;stn evacuated & trains not stopping; SFBARTalert for continuing\xe2\x80\xa6 ',21/4/17 9:35
466,b'SFBART\nVerified account\n ',b'Muni is also closed at Montgomery. No ETA - PG&E is handling',21/4/17 9:35
467,b'SFBART\nVerified account\n ',"b'No, the only station affected is Montgomery Street'",21/4/17 9:34
468,b'Grensta ',b'I assume Muni @ Mont. is closed too? ETA to it opening up?',21/4/17 9:34
469,b'SFBART\nVerified account\n ',"b'Yes, all 45 other stations are open and trains are running on their normal schedule. Only Montgomery Street is closed. Bon voyage.'",21/4/17 9:34
470,b'\xec\x98\xa4\xeb\xa7\x88\xec\x9d\xb4\xeb\x96\xa1\xeb\xb3\xb6\xec\x9d\xb4 ',b'Are civic center and Powell affected by the outage?',21/4/17 9:30
471,b'Grensta ',b'Are stations south of mont running... I need to get to sfo today..',21/4/17 9:25
472,b'Jessie Lawrence  \n\xf0\x9f\x95\xb9\n ',"b""Oh, good times. Hopefully it's resolved by the time I get in. """,21/4/17 9:23
473,b'Cody Conners ',"b""Office doesn't have power even if you got there. :P""",21/4/17 9:22
474,b'Alexa Brooks ',b'Is embaradero running?',21/4/17 9:21
475,b'Jessie Lawrence  \n\xf0\x9f\x95\xb9\n ',"b""So that's how it's gonna be this morning, eh @SFBARTalert @SFBART?""",21/4/17 9:18
476,b'SFBARTalert ',b'Stn closure at MONT due to a technical prob with pg & e. Pls take muni on st level.',21/4/17 9:15
477,b'Jeff Snyder ',b'The rise of the Bart Creatures.   Coming to a theater soon.',20/4/17 20:58
478,b'SFBARTalert ',b'10 min delay in RICH dir due to equip prob.',20/4/17 19:45
479,b'Mo Beezie (Maria) ',b'Here we go again @SFBARTalert ',20/4/17 18:13
480,b'Caviar Carnivore ',b'let me guess?  A homeless person shit themselves?  @SFBART',20/4/17 18:07
481,b'SFBARTalert ',b'BART recovering: 10 min delay on RICH line in DUBL and warm springs dirs due to an earlier medical emergency.',20/4/17 18:05
482,b'Richard Motroni ',b'I say the police should just shoot the fucker! That and any homeless pigs sleeping on the seats.',20/4/17 10:26
483,b'Mark Dowdy ',b'.@SFBARTalert For how  long will the Milbrae-bound train be arriving in Daly City in 2 minutes?',20/4/17 9:34
484,b'Mo Beezie (Maria) ',b'@SFBARTalert how do I get a refund for all of the delays this week?  #bartfails',20/4/17 8:50
485,b'Mo Beezie (Maria) ',"b""Yesterday's gift from @SFBARTalert """,20/4/17 8:49
486,b'SFBARTalert ',b'10 min delay at CIVC in East Bay dir due to police activity.',20/4/17 8:40
487,b'SFBARTalert ',"b'10 min delay at EMBR in SFO, MLBR and DALY dirs due to equip prob.'",20/4/17 8:11
488,b'Elliott Lanosa ',b'Oh getting an early start with delays. How about hiring people that wii actually work instead of looking for ways to get disability.',20/4/17 6:23
489,b'perry wexelberg ',b'@SFBARTalert will the bond money and new trains actually fix these delay problems?  Is there any plan to relieve some of this daily stress??',19/4/17 20:01
490,b' \xe2\x9a\xa1\xef\xb8\x8f\nGooliusBoozler1K \n\xe2\x9a\xa1\xef\xb8\x8f\n ',"b'@SFBART @SFBARTalert Uh, what the heck is that? '",19/4/17 19:50
491,b'Mamihlapinatapei ',b'Related to the two helicopters circling the area for the past few hours?',19/4/17 17:52
492,b'Stephanie O. ',b'What happened at WC?? Anyone know specifics?',19/4/17 17:31
493,b'Julianne Cronin ',"b""Any updates on if the station will be reopened for tonight's commute?""",19/4/17 17:11
494,b'Brian ',b'@SFBARTalert whats going on? It packed at Montgomery station.',19/4/17 16:46
495,b'Gretchen Rothrock ',b'SFBARTalert @SFBART @itsjustlogicCA',19/4/17 16:31
496,b'Kate Lafleur ',"b""@SFBARTalert What's the ETA for WalnutCreek Bart Station to be open again? Or should I just sleep in the office? #overnight #PJParty""",19/4/17 16:30
497,b'aljerie castilla ',b'People waiting for the mystery shuttle bus courtesy of @SFBARTalert  @bartdiaries @BARTfailSF #bartdelay',19/4/17 16:24
498,b'AgentOne ',b'Shit or get off the pot?',19/4/17 16:21
499,b'Jill Orbell ',b'@SFBARTalert are trains running from SF to Lafayette?',19/4/17 16:19
500,b'sally goodman ',b'You can get to Lafayette from Oakland and SF. There are too many people to count on the bus bridge right now.',19/4/17 16:18
501,b'n ',b'S/O to @SFBARTalert for making me miss my flight',19/4/17 16:16
502,b'babytbird124 ',b'@SFBARTalert you have let this guy interrupt service long enough. Rope him up and get him out of there! ',19/4/17 16:11
503,b'frankenstein. ',b'@SFBARTalert train operator just said homeboy was subdued at Walnut Creek station... Trains may push on through \n\n#tranquilizingworks',19/4/17 16:05
504,b'aljerie castilla ',b'#bartdelay at lafayette waiting for bus to take us to walnut creek @SFBARTalert @SanFranciscoCP',19/4/17 15:53
505,b'Teresita ',b'True! Haha',19/4/17 15:49
506,b'frankenstein. ',"b""Nope. I'm on the trains every day. Some people on BART need to be tranquilized""",19/4/17 15:47
507,b'Mark Liu ',"b""A bit harsh wouldn't you say?""",19/4/17 15:03
508,b'Mark Pritchard ',b'BART problems lead to Lyft demand in East Bay\n@SFBARTalert ',19/4/17 14:49
509,b'frankenstein. ',"b""Tranquilize the suspect, drag them off BART property and let's get things rolling.""",19/4/17 14:49
510,b'SFBARTalert ',b'Stn closure at WCRK due to police activity.',19/4/17 14:42
511,b'Suzie Hopkins ',b'Are trains stopping at WC?',19/4/17 14:17
512,b'RS ',"b""Don't bother taking the bus service! An 30 min ride just turned into a 2 hour bus ride""",19/4/17 14:16
513,b'Christina Bell ',"b""If I'm coming from SF right now. Can I make it to Lafayette? Or will I get stopped further down the line?""",19/4/17 14:12
514,b'SFBARTalert ',b'A detailed BART service advisory has been issued: http://m.bart.gov/schedules/advisories \xe2\x80\xa6',19/4/17 13:56
515,b'SolTrans ',"b'@SFBARTalert: ""20 min de retraso en la l\xc3\xadnea PITT debido a la actividad policial. No hay tr\xc3\xa1fico de tren a trav\xc3\xa9s de WCRK."" Afecta a 78 xfer'",19/4/17 13:51
516,b'SFBARTalert ',b'20 min delay on PITT line in PITT and SFO dirs due to police activity. No train traffic through WCRK.',19/4/17 13:46
517,b'Jimmie H. ',b'Kudos for announcing upgraded entry points and deterrent methods.  These will drop once they are in place.  #makebartgreatagain',19/4/17 13:39
518,b'Drew Voros ',b'maybe the stations agents should put their books down @SFBARTalert ',18/4/17 18:38
519,b'Laura Jarquin ',b'No Bueno. BART rides are challenging the patience of their riders.',18/4/17 17:37
520,b'Koua Franz ',"b'#sfcommuter if I have to pay more for my Bart ride, you would think they would invest in a better AC system. Today you suck! @SFBARTalert'",18/4/17 16:49
521,b'Elliott Lanosa ',b'Once again. HA! Quit wasting money and do the right thing. Everyday bart screws up.',18/4/17 15:13
522,b'SFBARTalert ',b'BART recovering: 10 min delay at CIVC in East Bay dir due to police activity.',18/4/17 15:09
523,b'American Samaritan ',b'TRUMP SUPPORTERS TELL SANCTUARY CITY CUDAHY THEY ARE LOSING THEIR FEDERAL FUNDING. https://youtu.be/oQH6eFYvpXw   Stay Safe California Americans!',17/4/17 19:48
524,b'SFBARTalert ',"b'BART recovering: 15 min delay at BAYF in DUBL, warm springs, RICH and DALY dirs due to police activity.'",17/4/17 19:45
525,b'Elliott Lanosa ',b'LMAO AGAIN! Ha.',17/4/17 17:05
526,b'Prantik ',b'Best recruiting tool to hire in Seattle is to auto-subscribe candidates to @SFBARTalert feed & let BART service interrupts do the rest #BART',17/4/17 17:03
527,b'Brian ',b'Bart new slogan #rapidlydelayedtransitsysttem',17/4/17 17:00
528,b'Daniela Chavira ',b'Like always? ',17/4/17 16:47
529,b'A-Aron ',b'',17/4/17 16:26
530,b'Mark Pritchard ',b'No one knows what station this refers to.',17/4/17 14:57
531,b'Erika Was ',"b""Good! I see multiples every day for the 10 seconds I'm passing thru stations. @SFBARTalert  """,17/4/17 9:14
532,b'Nick Bos ',"b'@SFBARTalert What is BART\'s plan to get ""back on track""? My conductor just rattled off 4 separate reasons for train delays today alone!'",17/4/17 8:39
533,b'Kompressahdnb ',"b""Surprise. Suprise. It's like a tradition on Monday morning commutes!""",17/4/17 8:38
534,b'Michael ',b'Time to get a new system',17/4/17 8:36
535,b'James Maletsky ',b'@nbcbayarea Typical BART. No surprise there.',17/4/17 8:31
536,b'Caviar Carnivore ',b'@SFBART recovering shouldn\xe2\x80\x99t mean endless starts and jolting stops. #lyingSFBart',17/4/17 8:28
537,b'CJ ',"b""It's taken us 20 min to go 4 stations, this is ridiculous""",17/4/17 7:55
538,b'CJ ',"b""Why isn't there a bigger announcement, the train station just announced its a 15-20 min delay instead of 10 min only""",17/4/17 7:43
539,b'Mamihlapinatapei ',b'Was worried about longer delays out of the east bay.  Thanks!',17/4/17 7:42
540,b'Daniel Meh-riano ',b'They booted us all off at MacArthur. The train was deemed too unsafe for passengers.',17/4/17 7:41
541,b'Ed Henderson ',b'been taken out of\nCommission at MacArthur',17/4/17 7:40
542,b'SFBARTalert ',b'10 min delay at MONT in East Bay dir due to equip prob.',17/4/17 7:38
543,b'Mamihlapinatapei ',b'Saw a smoking train car around Lafayette BART - no updates?',17/4/17 7:37
544,b'Jimmie H. ',b'Come on. @abc7newsBayArea',17/4/17 7:34
545,b'Jimmie H. ',"b""Stuck in tunnel.  Can't get train off mtgry station how is this possible all the time @ABC7""",17/4/17 7:33
546,b'Tony Ciccolella ',"b'Put it on your ""service advisory"" page.....'",17/4/17 7:26
547,b'SFBARTalert ',"b'10 min delay on PITT line in PITT, SFO and MONT dirs due to equip prob.'",17/4/17 7:23
548,b'Michael ',b'@SFBARTalert and there is another train problem just outside Lafayette on my train Montgomery',17/4/17 7:15
549,b'Brian ',b'@SFBARTalert Once again @ 9 car train overpacked and 7 more stations to go. @SfBart must see us as cattle.',17/4/17 6:42
550,b'Brian ',b'@SFBARTalert  Why??? Did we give a 3 billion funds if everyday you make us late for work?',17/4/17 6:38
551,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""Major delay between SHAY and UCTY in warm springs and RICH dirs due to equip prob.""'",16/4/17 23:00
552,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""DBRK stn has reopened.  trains are making normal stops.  pls use addison st entrance to access stn.""'",15/4/17 16:35
553,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""Delay developing at 24TH in East Bay dir due to police activity.""'",15/4/17 15:20
554,b'CTLesq ',b'@SFBART aka the scum bag leftist protestors engaged in acts of violence. #lyingSFBart',15/4/17 14:46
555,b'Evan Klitzke ',"b'""civil disturbance""'",15/4/17 13:36
556,b'#DestroyTheLand ',b'',15/4/17 13:24
557,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""Stn closure at DBRK due to a civil disturbance.""'",15/4/17 13:20
558,b'SFBARTalert ',b'Stn closure at DBRK due to a civil disturbance.',15/4/17 13:20
559,b'SFBARTalert ',"b'20 min delay on SF line in PITT, SFO and MLBR dirs due to equip prob.'",15/4/17 12:38
560,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""Major delay in SF in SFO, MLBR and East Bay dirs due to equip prob and earlier police activity at EMBR stn.""'",15/4/17 12:15
561,b'SFBARTalert ',b'BART recovering: trains are now stopping at EMBR stn.',15/4/17 12:15
562,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""Trains are not stopping at EMBR stn due to ongoing police activity.""'",15/4/17 12:05
563,b'jovi \n\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbc\n ',"b""@SFBARTalert yo what the frick is up with the colma station? I'm stuck on this train cause of that station""",15/4/17 11:54
564,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""BART recovering: 10 min delay between NCON and PITT in PITT and SFO dirs due to equip prob.""'",14/4/17 23:00
565,b'Nikki L. ',b'So is the main issue fixed?',14/4/17 20:57
566,b'D \n\xe2\xad\x95\xef\xb8\x8f\nM ',b'@SFBART @SFBARTalert is this NCONC/PITTS issue the same as last year when there was a shuttle for almost a month?',14/4/17 19:42
567,b'KGO Assignment Desk ',"b'Hi @ahonciano Did you take this photo? If so, may ABC News & its licensees use it w/o limitation in all media? We will credit. Thanks!'",14/4/17 19:05
568,b'Jon Petersen ',"b'Have you considered tweeting only when operations don\'t include ""shit show""? Yet more bart inefficiency...'",14/4/17 18:33
569,b'Selina ',b'Sounds like the same exact problem @SFBART had last year. @SFBARTalert',14/4/17 18:03
570,b'Selina ',"b'So there\'s a ""shuttle"" at N.concord, meaning a @SFBART train, that\'s gonna take us to Pitt now. @SFBARTalert'",14/4/17 18:02
571,b'groovdafied ',b'@SFBART @SFBARTalert like sardines ',14/4/17 17:49
572,b'groovdafied ',b'Hope you get to your kid okay',14/4/17 17:41
573,b'groovdafied ',"b'Sorry for the portrait video, it was easier to record then look obvious when holding the phone in landscape'",14/4/17 17:38
574,b'Joe King ',"b""Whenever there are bart delays around 4:30pm I'm fucked getting to my kid. When I'm late picking her up it's $25. Who do I bill???""",14/4/17 15:41
575,b'Christine Mikulice ',"b""Agreed. Nothing but problems on BART lately. It's getting old fast.""",14/4/17 15:22
576,b'Christine Mikulice ',b'This is getting old.',14/4/17 15:20
577,b'SFBARTalert ',b'A detailed BART service advisory has been issued: http://m.bart.gov/schedules/advisories \xe2\x80\xa6',14/4/17 15:20
578,b'Alexandra Irving ',"b""We've been forced to get off of two different trains and the second reeked of smoke. This is unbelievable. I can't believe I pay for this.""",14/4/17 13:28
579,b'SFBARTalert ',b'20 min delay on PITT line in PITT and SFO dirs due to equip prob between north CONC and PITT.',14/4/17 12:36
580,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""BART recovering: 10 min delay on FRMT/warm springs  line in RICH and DALY dirs due to an earlier equipment prob on a train.""'",14/4/17 8:59
581,b'Terrie Light ',b'When do our new cars arrive. This happens too frequently',14/4/17 8:55
582,b'mslouisiana/bayarea ',b'Bart NEVER FAILED to break down\nEsp on GOOD FRIDAY!!@ I WANT MY 3.00 BACK!!!!',14/4/17 8:48
583,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""10 min delay on RICH line in RICH dir due to equip prob.""'",13/4/17 17:44
584,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""BART recovering: 10 min delay on SF line in SFO, MLBR, DALY and East Bay dirs due to a medical emergency.""'",13/4/17 16:59
585,b'mich_man97 ',"b""Every day there are delays because of equipment problems, police activity and/or medical emergency. Weird the other agencies don't have them""",13/4/17 16:43
586,b'NorCalGunner ',b'No movement at  Montgomery ',13/4/17 16:42
587,b'Azad Kumar Mishra ',b'I am azad (Dancer)',13/4/17 14:59
588,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""20 min delay at SBRN in PITT, RICH, SFO and MLBR dirs due to police activity.""'",13/4/17 14:49
589,b'SFBARTalert ',"b'10 min delay at SBRN in PITT, RICH, SFO and MLBR dirs due to police activity.'",13/4/17 14:42
590,b'Peter Armstrong ',"b'Hey @SFBART @SFBARTalert If you raise fares another 5%, how about you cut BART employees pay by 5% across the board? #sharethepain'",13/4/17 9:00
591,b'Nathan Yuen ',b'Maybe they just read newspapers hah',12/4/17 19:56
592,b'A-Aron ',"b""Thanks for keeping up on the updates after today's major delay. Much appreciated.""",12/4/17 19:18
593,b'Owen Bly ',"b""Can you just tweet those times there's *not* a delay?  You're clogging my timeline.""",12/4/17 19:18
594,"b""Peter O'Hare """,b'@SFBARTalert can you tell me why my train is continually pulling into a station and aggressively stopping multiple times?',12/4/17 18:49
595,b'Patricio Ruiz-Tagle ',b'This happens in the worst moments.',12/4/17 18:46
596,b'Elliott Lanosa ',b'Everyday. What do you do with all the money you overcharge your riders? Oh must be the fat salaries you all get. Oh and those who fake disab',12/4/17 18:45
597,b'SFBARTalert ',"b'BART recovering: 10 min delay on SF line in SFO, MLBR, DALY and East Bay dirs.'",12/4/17 18:40
598,b'Nikki L. ',b'So annoying!!',12/4/17 18:19
599,b'Caviar Carnivore ',b'if this is recovery \xe2\x80\xa6',12/4/17 17:44
600,b'Evan Young ',"b""That's an understatement - been standing on the platform at Rockridge for 45 mins now trying to get to SF. What the hell man!""",12/4/17 17:39
601,b'McGibby ',b'',12/4/17 17:39
602,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""BART recovering: 20 min delay system wide.""'",12/4/17 17:39
603,b'Kompressahdnb ',b'Get that shit together',12/4/17 17:36
604,b'Erin Earnest ',"b""@SFBARTalert @SFBART this is how crowded the train already is at civic center. Telling us another is coming in 6 mins doesn't help.""",12/4/17 17:25
605,b'Teresita ',"b'I wonder if people used to talk to each other on Bart, pre the cell phone, the olden days. #commuterlife @SFBART @SFBARTalert'",12/4/17 17:19
606,b'Erin Earnest ',"b'@SFBARTalert @SFBART how are there trains going to rich, fremont, and dublin but nothing to pittsburg in at least 20 minutes? Ridiculous.'",12/4/17 17:15
607,b'Owen Bly ',b'Yay bart.',12/4/17 17:06
608,b'Audrey ',b'any idea on when the trains will be running again?Or should I just consider getting a lyft back to Sf now?!updates appreciated',12/4/17 16:59
609,b'Gregory Bortkiewicz ',b'yes',12/4/17 16:47
610,b'ElvinoPinot ',b'@SFBART @SFBARTalert  Exactly. ',12/4/17 16:42
611,b'Rachita Nikam ',"b""Waiting for the day when there isn't a delay. -_-""",12/4/17 16:40
612,b'Daniel Levy ',b'Happened to me in December. I fainted on the train lol',12/4/17 16:37
613,b'L.Fra\xc5\xba ',"b'I feel like I read this everyday RT @SFGate: RT SFBARTalert ""BART recovering: major delay system wide.""'",12/4/17 16:27
614,b'SFBARTalert ',b'BART recovering: major delay system wide.',12/4/17 16:24
615,b'Josephine ',"b""It's taken 36min to go from 16th st to Montgomery""",12/4/17 16:19
616,b'Joe Slack ',b'So business as usual?',12/4/17 16:19
617,b'n_pedersen ',"b'in other words, BART is running on regular schedule -  - whenever it shows up '",12/4/17 16:14
618,b'People on the Bus ',b'Is it related to the boat that sank?',12/4/17 16:14
619,b'Chris Morgan ',b'AC Transit NL not very full yet.',12/4/17 16:14
620,b'bandwagon warrior fa ',b'Regular',12/4/17 16:10
621,b'Brandon Behle ',"b""Hi Marty.  I work for @abc7newsbayarea Are you on the train that's stuck?""",12/4/17 16:09
622,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""Major delay system wide due to equip prob.""'",12/4/17 16:09
623,b'Jake Lewis ',"b""I'll just shit between cars then?""",12/4/17 16:07
624,b'SFBARTalert ',b'Major delay system wide due to equip prob.',12/4/17 16:06
625,b'Josephine ',"b'Lolz, more like 22min'",12/4/17 16:05
626,b'brideoffrankenstein. ',"b""Please @SFBART @SFBARTalert get me out of this tube. I'm very close to a panic attack""",12/4/17 16:04
627,b'Jake Lewis ',b'',12/4/17 16:03
628,b'danielle guidry ',b'stuck at Civic Center 20 minutes and counting @SFBART ...train already super hot wnd suoer crowded.  recipe for an accident to happen',12/4/17 16:02
629,b'Bad Homobre ',b'That was the other way',12/4/17 16:02
630,b'RaiderMarijuana ',b'More like 20 minutes and now no service',12/4/17 15:59
631,b'Darrelle Markman ',b' come onnnn',12/4/17 15:59
632,b'Peter Ambler ',b'Oh come on... You said 10 minutes 20 minutes ago',12/4/17 15:59
633,b'SFBARTalert ',"b'10 min delay between East Bay stns and SF and peninsula stns in SFO, MLBR and DALY dirs due to equip prob.'",12/4/17 15:58
634,b'd. ',b'*sitting at coliseum station like * RT @SFBARTalert: Major delay in transbay tube in East Bay dir due to equip prob.',12/4/17 15:56
635,b'No Name Needed ',b'Issues with the new trains themselves. Manufacturer is working on flaws.',12/4/17 15:56
636,b'Jcygts6 ',b'What a joke! Time to replace the old equipment and roll out the new fleet. What is the holdup?',12/4/17 15:54
637,b'Bernard Sheridan ',b'Once it can swing by and pick up my kids in time no issue',12/4/17 15:54
638,b'Peter Ambler ',"b""It's been over 10 minutes. Still stuck at Powell.""",12/4/17 15:53
639,b'Craig Westhusing ',b'At this point never',12/4/17 15:51
640,b'Justin Lippi ',b'How long do you expect until the next trains run?',12/4/17 15:51
641,b'CTLesq ',b'@SFBART 8 minutes ago it was in 10 minutes. #lyingSFBart',12/4/17 15:50
642,b'Bernard Sheridan ',b'Major deay = 10 mins or more?',12/4/17 15:50
643,b'Jessie Lawrence  \n\xf0\x9f\x95\xb9\n ',b'@NinjaOnPointe :(',12/4/17 15:49
644,b'SFBARTalert ',b'Major delay in transbay tube in East Bay dir due to equip prob.',12/4/17 15:49
645,b'SFBART\nVerified account\n ',"b""We're working on it! A malfunctioning train is causing problems - a tech is headed to the train to get things moving again.""",12/4/17 15:46
646,b'Se\xc3\xb1or L ',"b""I'm on that train, and it is not moving. Stuck in the Tube. @SFBARTalert""",12/4/17 15:46
647,b'Justin Lippi ',"b""It's been 10 minutes""",12/4/17 15:45
648,b'Se\xc3\xb1or L ',"b'#BART train, moving, stopping. Not going far. @SFBARTALERT'",12/4/17 15:44
649,b'Another View ',b'Sitting in train in tube - it would be nice if u announced to passengers what is going on',12/4/17 15:43
650,b'frankenstein. ',b'People are going to start freaking out. NO ONE WANTS TO SIT ON THE BOTTOM OF THE BAY IN A CONCRETE TUBE IN TOTAL DARKNESS',12/4/17 15:41
651,b'frankenstein. ',b'@SFBARTalert @SFBART you need to restore service on that Pittsburg/Bay Point train sitting in complete darkness in the transbay tube...',12/4/17 15:40
652,b'SFBARTalert ',"b'BART recovering: 10 min delay at BAYF in DUBL, warm springs, RICH and DALY dirs due to track maint.'",12/4/17 11:38
653,b'JNar ',"b'@SFBARTalert oh look, a times transfer is late AGAIN, making me late for work AGAIN '",12/4/17 8:02
654,b'Elliott Lanosa ',"b'Again, everyday bart sucks.'",11/4/17 20:10
655,b'Lloyd A. Allen ',"b""Bart wtf are you gonna do about these Eastern European women with babies panhandlers. I swear it's a fukin scam""",11/4/17 16:21
656,b'Amy Lauren Klein ',"b""When a (supposed to be) short 15 minute BART ride takes over 45 minutes to go 4 stations! C'mon BART! @SFBARTalert @SFBART""",11/4/17 16:20
657,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""BART recovering: 10 min delay between SHAY and UCTY on warm springs line in warm springs, RICH and DALY dirs due to equip p\xe2\x80\xa6'",11/4/17 16:18
658,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""10 min delay at UCTY on warm springs line in RICH and DALY dirs due to equip prob.""'",11/4/17 16:08
659,b'Ali Brubaker ',b'@SFBARTalert @SFBART attention Bay Fair Bart station- tiny white lost dog in the parking lot! Please help!! Who can I call?',11/4/17 7:29
660,b'BT ',b'@SFBARTalert Any delays between Powell St station and SFO right now?',10/4/17 10:24
661,b'Clintus Maximus III ',b'@SFBARTalert bay point line delay so that obviously means 10 min delay to SF? Makes total sense',10/4/17 8:09
662,b'ElvinoPinot ',b'@SFBART @SFBARTalert ',8/4/17 22:23
663,b'Nicole S ',"b""Over an hour to get to work this morning & now it's been 50 minutes & still creeping home. Thanks @SFBARTalert @SFBART #taxmoneygoesnowhere""",7/4/17 18:07
664,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""10 min delay between SF stns and East Bay stns due to a medical emergency.""'",7/4/17 17:52
665,b'picchuman ',b'@SFBARTalert #bartalert North Berkeley station: watch your step! And big turd ( feces ) on mid-platform',7/4/17 17:05
666,b'Elliott Lanosa ',b'Again. So much for improvements. BART sucks unless you live in the rich areas. Bart always blowing smoke up riders asses.',7/4/17 14:25
667,b'Nick Laino ',b'Another reason I stopped taking @SFBART and bought parking next door',7/4/17 12:31
668,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""BART recovering: 10 min delay at EMBR in SFO, MLBR and DALY dirs due to police activity.""'",7/4/17 9:07
669,b'Nick Bos ',"b""@SFBARTalert is there a reason for delays into SF? My conductor isn't saying a thing and has just constantly left us hanging.""",7/4/17 8:59
670,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""BART recovering: major delay system wide due to transbay tube being closed.  normal svc has been restored.""'",7/4/17 2:27
671,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""BART svc has stopped in transbay tube in SFO, MLBR, DALY and East Bay dirs due to a prob currently being investigated in tr\xe2\x80\xa6'",7/4/17 2:27
672,b'Owen Bly ',"b'You know, instead of opening new stations and getting more people on your decrepit system, maybe you should invest in fixing what you have.'",7/4/17 1:21
673,b'SFBARTalert ',b'BART recovering: major delay system wide due to transbay tube being closed.  normal svc has been restored.',7/4/17 1:01
674,b'Omar Masry ',b'',7/4/17 0:46
675,b'SFBARTalert ',"b'BART svc has stopped in transbay tube in SFO, MLBR, DALY and East Bay dirs due to a prob currently being investigated in transbay tube.'",7/4/17 0:31
676,b'Ali Thanawalla ',b'A more effective way of getting home than taking @SFBART right now.',6/4/17 23:18
677,b'Sonia Tydingco ',"b""Oh hell no...I'm off the next two days! Which is probably how long it will take me to get home though """,6/4/17 23:14
678,b'JSakT  \n\xf0\x9f\x8f\x86\n ',"b""You're better off sleeping in the green room""",6/4/17 23:12
679,b'Sonia Tydingco ',b'So where are we supposed to get on the bus?!',6/4/17 23:11
680,b'rocksmoulder ',b'Clean up train stations before sending rocket to Mars #YouLazyPigs',6/4/17 23:04
681,b'Rob Murphy Hutch ',b'Good ole storms.. Sounds like Concord will get back to schedule. :)',6/4/17 22:46
682,b'SFBARTalert ',b'Major delay on FRMT line in FRMT and RICH dirs due to obstruction.  parallel bus svc is available via a/c transit #10 & #97',6/4/17 22:44
683,b'Trella Rath ',b'This IFTTT plug-in is super annoying to those of us who already follow @SFBARTalert. Please reconsider.',6/4/17 22:30
684,b'American First ',b'Twigs on tracks?',6/4/17 22:05
685,b'Clemence Robineau ',b'@SFBART power lines? downed tree?',6/4/17 21:55
686,b'rocksmoulder ',b'Elevator toilets clogged again? Maybe management should have that one janitor who made 250k a year Iin 2016 clean that mess up',6/4/17 21:53
687,b'Lena Trotochaud ',b'@PGE4Me  @SFBARTalert @SFBART  power out along ohlone Greenway in Albany',6/4/17 20:36
688,b'Menaka Mahajan ',b'@sfbartalert train to richmond -whynot stopping at WOAK?',6/4/17 18:27
689,b'Caviar Carnivore ',b'eliminate the homeless.',6/4/17 17:57
690,b'arjanp ',b'@SFBARTalert woman #stuck on moving  #bart apparently #BayArea #news need validation',6/4/17 17:30
691,b'SFBARTalert ',b'BART recovering: 10 min delay on RICH line in RICH dir due to police activity.',6/4/17 15:31
692,b'SFGate\nVerified account\n ',"b'RT SFBARTalert ""BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to equip prob.""'",5/4/17 9:41
693,b'Tracy Kronzak  \n\xe2\x98\x81\xef\xb8\x8f\n ',"b'As usual, four hours later, trains standing still during commute with no explanation. No more money for BART.'",5/4/17 8:41
